mode,question_id,evidence_id,score
graph_enhanced_rag,Q04,graph:cc289604064df6e5,0.0147058824
graph_enhanced_rag,Q04,chunk:GSE111619_HTSeq_counts.txt:33:b1add906404f,0.0144927536
graph_enhanced_rag,Q04,graph:efe7f9847bbd3ebe,0.0144927536
graph_enhanced_rag,Q04,chunk:GSE111619_series_matrix.txt:1:437999cf07da,0.0142857143
graph_enhanced_rag,Q04,graph:bc1394d09b3e630c,0.0142857143
bm25,Q05,chunk:GSE111619_series_matrix.txt:3:a3a0d21a74c2,7.3176244701
bm25,Q05,chunk:GSE111619_family.soft:0:80d433564abe,6.9735009508
bm25,Q05,chunk:GSE111619_family.soft:3:d5c4e36fc6d1,6.8263661984
bm25,Q05,chunk:GSE111619_family.soft:35:a3b6b9cab079,5.9651892994
bm25,Q05,chunk:GSE111619_series_matrix.txt:0:bc80d80b6fb6,5.2443887767
bm25,Q05,chunk:GSE111619_family.soft:12:70d15f8f2b25,4.8053584797
bm25,Q05,chunk:GSE111619_family.soft:27:0811d4a4f618,4.7413394668
bm25,Q05,chunk:GSE111619_family.soft:20:9af496ac6e9a,4.703740339
bm25,Q05,chunk:GSE111619_HTSeq_counts.txt:0:41d025abdeaa,0.0
bm25,Q05,chunk:GSE111619_HTSeq_counts.txt:100:23364a304d84,0.0
bm25,Q05,chunk:GSE111619_HTSeq_counts.txt:101:974f8ca28a15,0.0
bm25,Q05,chunk:GSE111619_HTSeq_counts.txt:102:831020591730,0.0
bm25,Q05,chunk:GSE111619_HTSeq_counts.txt:103:959629736e1e,0.0
bm25,Q05,chunk:GSE111619_HTSeq_counts.txt:104:6b75d48d1c61,0.0
bm25,Q05,chunk:GSE111619_HTSeq_counts.txt:105:997661cff060,0.0
bm25,Q05,chunk:GSE111619_HTSeq_counts.txt:106:5f435dce7fb9,0.0
bm25,Q05,chunk:GSE111619_HTSeq_counts.txt:107:6725ce509a4b,0.0
bm25,Q05,chunk:GSE111619_HTSeq_counts.txt:108:0222e68a7445,0.0
bm25,Q05,chunk:GSE111619_HTSeq_counts.txt:109:5df818b68ff2,0.0
bm25,Q05,chunk:GSE111619_HTSeq_counts.txt:10:7e57f496cf19,0.0
vector,Q05,chunk:GSE111619_family.soft:35:a3b6b9cab079,0.4854905056
vector,Q05,chunk:GSE111619_series_matrix.txt:1:437999cf07da,0.4836385092
vector,Q05,chunk:GSE111619_family.soft:18:fa685cb8fd2e,0.4745074979
vector,Q05,chunk:GSE111619_family.soft:33:887d9b8483f9,0.4744178685
vector,Q05,chunk:GSE111619_family.soft:10:af45eaa5686d,0.4739092911
vector,Q05,chunk:GSE111619_family.soft:20:9af496ac6e9a,0.4724495497
vector,Q05,chunk:GSE111619_series_matrix.txt:27:426a10e70046,0.4662421189
vector,Q05,chunk:GSE111619_family.soft:15:044bb04e836b,0.4656367641
vector,Q05,chunk:GSE111619_family.soft:4:00eb8f492584,0.4568440952
vector,Q05,chunk:GSE111619_family.soft:12:70d15f8f2b25,0.4559815479
vector,Q05,chunk:GSE111619_HTSeq_counts.txt:352:c559748d9916,0.453577535
vector,Q05,chunk:GSE111619_HTSeq_counts.txt:351:c9a301a1cc5f,0.4521593147
vector,Q05,chunk:GSE111619_series_matrix.txt:8:a580f6b5c68c,0.4483121774
vector,Q05,chunk:GSE111619_series_matrix.txt:0:bc80d80b6fb6,0.4472631402
vector,Q05,chunk:GSE111619_series_matrix.txt:21:f1c4916c4d2a,0.4467292576
vector,Q05,chunk:GSE111619_family.soft:13:fe8aa2f0ef20,0.4466567138
vector,Q05,chunk:GSE111619_family.soft:21:341003aa6ae0,0.4465744349
vector,Q05,chunk:GSE111619_HTSeq_counts.txt:498:4c62f57c98e3,0.442889228
vector,Q05,chunk:GSE111619_HTSeq_counts.txt:502:e7341753ff33,0.4422643169
vector,Q05,chunk:GSE111619_HTSeq_counts.txt:481:71b9006721c6,0.4421855341
hybrid_rag,Q05,chunk:GSE111619_family.soft:35:a3b6b9cab079,0.0320184426
hybrid_rag,Q05,chunk:GSE111619_family.soft:20:9af496ac6e9a,0.0298573975
hybrid_rag,Q05,chunk:GSE111619_family.soft:12:70d15f8f2b25,0.0294372294
hybrid_rag,Q05,chunk:GSE111619_series_matrix.txt:0:bc80d80b6fb6,0.0288981289
hybrid_rag,Q05,chunk:GSE111619_family.soft:0:80d433564abe,0.028177225
hybrid_rag,Q05,chunk:GSE111619_series_matrix.txt:3:a3a0d21a74c2,0.0163934426
hybrid_rag,Q05,chunk:GSE111619_series_matrix.txt:1:437999cf07da,0.0161290323
hybrid_rag,Q05,chunk:GSE111619_family.soft:18:fa685cb8fd2e,0.0158730159
hybrid_rag,Q05,chunk:GSE111619_family.soft:3:d5c4e36fc6d1,0.0158730159
hybrid_rag,Q05,chunk:GSE111619_family.soft:33:887d9b8483f9,0.015625
hybrid_rag,Q05,chunk:GSE111619_family.soft:10:af45eaa5686d,0.0153846154
hybrid_rag,Q05,chunk:GSE111619_family.soft:27:0811d4a4f618,0.0149253731
hybrid_rag,Q05,chunk:GSE111619_series_matrix.txt:27:426a10e70046,0.0149253731
hybrid_rag,Q05,chunk:GSE111619_family.soft:15:044bb04e836b,0.0147058824
hybrid_rag,Q05,chunk:GSE111619_HTSeq_counts.txt:0:41d025abdeaa,0.0144927536
hybrid_rag,Q05,chunk:GSE111619_family.soft:4:00eb8f492584,0.0144927536
hybrid_rag,Q05,chunk:GSE111619_HTSeq_counts.txt:100:23364a304d84,0.0142857143
hybrid_rag,Q05,chunk:GSE111619_HTSeq_counts.txt:101:974f8ca28a15,0.014084507
hybrid_rag,Q05,chunk:GSE111619_HTSeq_counts.txt:352:c559748d9916,0.014084507
hybrid_rag,Q05,chunk:GSE111619_HTSeq_counts.txt:102:831020591730,0.0138888889
graph_enhanced_rag,Q05,chunk:GSE111619_family.soft:35:a3b6b9cab079,0.0163934426
graph_enhanced_rag,Q05,graph:ec389dd0116f9a8b,0.0163934426
graph_enhanced_rag,Q05,chunk:GSE111619_family.soft:20:9af496ac6e9a,0.0161290323
graph_enhanced_rag,Q05,graph:c3902ae5e67d44e3,0.0161290323
graph_enhanced_rag,Q05,chunk:GSE111619_family.soft:12:70d15f8f2b25,0.0158730159
graph_enhanced_rag,Q05,graph:020ed251d28bfa65,0.0158730159
graph_enhanced_rag,Q05,chunk:GSE111619_series_matrix.txt:0:bc80d80b6fb6,0.015625
graph_enhanced_rag,Q05,graph:8ad0c378c2247fd7,0.015625
graph_enhanced_rag,Q05,chunk:GSE111619_family.soft:0:80d433564abe,0.0153846154
graph_enhanced_rag,Q05,graph:eb794b97303aa296,0.0153846154
graph_enhanced_rag,Q05,chunk:GSE111619_series_matrix.txt:3:a3a0d21a74c2,0.0151515152
graph_enhanced_rag,Q05,graph:b43578ce1b7a1a32,0.0151515152
graph_enhanced_rag,Q05,chunk:GSE111619_series_matrix.txt:1:437999cf07da,0.0149253731
graph_enhanced_rag,Q05,graph:de882a523b64bc85,0.0149253731
graph_enhanced_rag,Q05,chunk:GSE111619_family.soft:18:fa685cb8fd2e,0.0147058824
graph_enhanced_rag,Q05,graph:fea2400baa268b47,0.0147058824
graph_enhanced_rag,Q05,chunk:GSE111619_family.soft:3:d5c4e36fc6d1,0.0144927536
graph_enhanced_rag,Q05,graph:c7edb151efb22a2e,0.0144927536
graph_enhanced_rag,Q05,chunk:GSE111619_family.soft:33:887d9b8483f9,0.0142857143
graph_enhanced_rag,Q05,graph:da06203b6920061a,0.0142857143
bm25,Q06,chunk:GSE111619_HTSeq_counts.txt:0:41d025abdeaa,0.0
bm25,Q06,chunk:GSE111619_HTSeq_counts.txt:100:23364a304d84,0.0
bm25,Q06,chunk:GSE111619_HTSeq_counts.txt:101:974f8ca28a15,0.0
bm25,Q06,chunk:GSE111619_HTSeq_counts.txt:102:831020591730,0.0
bm25,Q06,chunk:GSE111619_HTSeq_counts.txt:103:959629736e1e,0.0
bm25,Q06,chunk:GSE111619_HTSeq_counts.txt:104:6b75d48d1c61,0.0
bm25,Q06,chunk:GSE111619_HTSeq_counts.txt:105:997661cff060,0.0
bm25,Q06,chunk:GSE111619_HTSeq_counts.txt:106:5f435dce7fb9,0.0
bm25,Q06,chunk:GSE111619_HTSeq_counts.txt:107:6725ce509a4b,0.0
bm25,Q06,chunk:GSE111619_HTSeq_counts.txt:108:0222e68a7445,0.0
bm25,Q06,chunk:GSE111619_HTSeq_counts.txt:109:5df818b68ff2,0.0
bm25,Q06,chunk:GSE111619_HTSeq_counts.txt:10:7e57f496cf19,0.0
bm25,Q06,chunk:GSE111619_HTSeq_counts.txt:110:14199919db83,0.0
bm25,Q06,chunk:GSE111619_HTSeq_counts.txt:111:3ba35a53b133,0.0
bm25,Q06,chunk:GSE111619_HTSeq_counts.txt:112:61979092d0f9,0.0
bm25,Q06,chunk:GSE111619_HTSeq_counts.txt:113:06a247217cdf,0.0
bm25,Q06,chunk:GSE111619_HTSeq_counts.txt:114:41704e0e838c,0.0
bm25,Q06,chunk:GSE111619_HTSeq_counts.txt:115:a0a2233d0426,0.0
bm25,Q06,chunk:GSE111619_HTSeq_counts.txt:116:23d34aea5f2e,0.0
bm25,Q06,chunk:GSE111619_HTSeq_counts.txt:117:2d73594e6b3a,0.0
vector,Q06,chunk:GSE111619_family.soft:6:762f7f70cff7,0.4371307467
vector,Q06,chunk:GSE111619_family.soft:0:80d433564abe,0.4322762762
vector,Q06,chunk:GSE111619_series_matrix.txt:1:437999cf07da,0.4322116025
vector,Q06,chunk:GSE111619_family.soft:21:341003aa6ae0,0.4204904123
vector,Q06,chunk:GSE111619_family.soft:2:012548a6835c,0.417127359
vector,Q06,chunk:GSE111619_series_matrix.txt:0:bc80d80b6fb6,0.4055248278
vector,Q06,chunk:GSE111619_family.soft:35:a3b6b9cab079,0.3960365857
vector,Q06,chunk:gse111619_samples.csv:0:a333971634bd,0.3929216926
vector,Q06,chunk:GSE111619_family.soft:29:a3b5fcce1e2e,0.3919141953
vector,Q06,chunk:GSE111619_family.soft:13:fe8aa2f0ef20,0.3914626607
vector,Q06,chunk:GSE111619_family.soft:15:044bb04e836b,0.3764745473
vector,Q06,chunk:GSE111619_series_matrix.txt:7:932452b38466,0.3743392921
vector,Q06,chunk:GSE111619_series_matrix.txt:27:426a10e70046,0.3730917121
vector,Q06,chunk:GSE111619_series_matrix.txt:26:683a178072a1,0.36995412
vector,Q06,chunk:gse111619_samples.csv:1:30b170a15a22,0.3677541961
vector,Q06,chunk:GSE111619_family.soft:20:9af496ac6e9a,0.3668822278
vector,Q06,chunk:GSE111619_family.soft:10:af45eaa5686d,0.3657525992
vector,Q06,chunk:GSE111619_series_matrix.txt:5:fabd5ef57162,0.3626986095
vector,Q06,chunk:GSE111619_family.soft:4:00eb8f492584,0.3564066321
vector,Q06,chunk:GSE111619_family.soft:14:d6620b8954f7,0.3512401679
hybrid_rag,Q06,chunk:GSE111619_HTSeq_counts.txt:0:41d025abdeaa,0.0163934426
hybrid_rag,Q06,chunk:GSE111619_family.soft:6:762f7f70cff7,0.0163934426
hybrid_rag,Q06,chunk:GSE111619_HTSeq_counts.txt:100:23364a304d84,0.0161290323
hybrid_rag,Q06,chunk:GSE111619_family.soft:0:80d433564abe,0.0161290323
hybrid_rag,Q06,chunk:GSE111619_HTSeq_counts.txt:101:974f8ca28a15,0.0158730159
hybrid_rag,Q06,chunk:GSE111619_series_matrix.txt:1:437999cf07da,0.0158730159
hybrid_rag,Q06,chunk:GSE111619_HTSeq_counts.txt:102:831020591730,0.015625
hybrid_rag,Q06,chunk:GSE111619_family.soft:21:341003aa6ae0,0.015625
hybrid_rag,Q06,chunk:GSE111619_HTSeq_counts.txt:103:959629736e1e,0.0153846154
hybrid_rag,Q06,chunk:GSE111619_family.soft:2:012548a6835c,0.0153846154
hybrid_rag,Q06,chunk:GSE111619_HTSeq_counts.txt:104:6b75d48d1c61,0.0151515152
hybrid_rag,Q06,chunk:GSE111619_series_matrix.txt:0:bc80d80b6fb6,0.0151515152
hybrid_rag,Q06,chunk:GSE111619_HTSeq_counts.txt:105:997661cff060,0.0149253731
hybrid_rag,Q06,chunk:GSE111619_family.soft:35:a3b6b9cab079,0.0149253731
hybrid_rag,Q06,chunk:GSE111619_HTSeq_counts.txt:106:5f435dce7fb9,0.0147058824
hybrid_rag,Q06,chunk:gse111619_samples.csv:0:a333971634bd,0.0147058824
hybrid_rag,Q06,chunk:GSE111619_HTSeq_counts.txt:107:6725ce509a4b,0.0144927536
hybrid_rag,Q06,chunk:GSE111619_family.soft:29:a3b5fcce1e2e,0.0144927536
hybrid_rag,Q06,chunk:GSE111619_HTSeq_counts.txt:108:0222e68a7445,0.0142857143
hybrid_rag,Q06,chunk:GSE111619_family.soft:13:fe8aa2f0ef20,0.0142857143
graph_enhanced_rag,Q06,chunk:GSE111619_HTSeq_counts.txt:0:41d025abdeaa,0.0163934426
graph_enhanced_rag,Q06,graph:4ac11a6145dd8d34,0.0163934426
graph_enhanced_rag,Q06,chunk:GSE111619_family.soft:6:762f7f70cff7,0.0161290323
graph_enhanced_rag,Q06,graph:af6801b3b0a7f642,0.0161290323
graph_enhanced_rag,Q06,chunk:GSE111619_HTSeq_counts.txt:100:23364a304d84,0.0158730159
graph_enhanced_rag,Q06,graph:b4a819aa0bb915c6,0.0158730159
graph_enhanced_rag,Q06,chunk:GSE111619_family.soft:0:80d433564abe,0.015625
graph_enhanced_rag,Q06,graph:4a3259bba52e2df7,0.015625
graph_enhanced_rag,Q06,chunk:GSE111619_HTSeq_counts.txt:101:974f8ca28a15,0.0153846154
graph_enhanced_rag,Q06,graph:bdcc3ef9d3108303,0.0153846154
graph_enhanced_rag,Q06,chunk:GSE111619_series_matrix.txt:1:437999cf07da,0.0151515152
graph_enhanced_rag,Q06,graph:43645563e34b0ac8,0.0151515152
graph_enhanced_rag,Q06,chunk:GSE111619_HTSeq_counts.txt:102:831020591730,0.0149253731
graph_enhanced_rag,Q06,graph:32bcf0e5fda878e0,0.0149253731
graph_enhanced_rag,Q06,chunk:GSE111619_family.soft:21:341003aa6ae0,0.0147058824
graph_enhanced_rag,Q06,graph:589b6663e9620869,0.0147058824
graph_enhanced_rag,Q06,chunk:GSE111619_HTSeq_counts.txt:103:959629736e1e,0.0144927536
graph_enhanced_rag,Q06,graph:f2d42f4c923a2f14,0.0144927536
graph_enhanced_rag,Q06,chunk:GSE111619_family.soft:2:012548a6835c,0.0142857143
graph_enhanced_rag,Q06,graph:5f8054d8c043d372,0.0142857143
bm25,Q07,chunk:GSE111619_HTSeq_counts.txt:0:41d025abdeaa,0.0
bm25,Q07,chunk:GSE111619_HTSeq_counts.txt:100:23364a304d84,0.0
bm25,Q07,chunk:GSE111619_HTSeq_counts.txt:101:974f8ca28a15,0.0
bm25,Q07,chunk:GSE111619_HTSeq_counts.txt:102:831020591730,0.0
bm25,Q07,chunk:GSE111619_HTSeq_counts.txt:103:959629736e1e,0.0
bm25,Q07,chunk:GSE111619_HTSeq_counts.txt:104:6b75d48d1c61,0.0
bm25,Q07,chunk:GSE111619_HTSeq_counts.txt:105:997661cff060,0.0
bm25,Q07,chunk:GSE111619_HTSeq_counts.txt:106:5f435dce7fb9,0.0
bm25,Q07,chunk:GSE111619_HTSeq_counts.txt:107:6725ce509a4b,0.0
bm25,Q07,chunk:GSE111619_HTSeq_counts.txt:108:0222e68a7445,0.0
bm25,Q07,chunk:GSE111619_HTSeq_counts.txt:109:5df818b68ff2,0.0
bm25,Q07,chunk:GSE111619_HTSeq_counts.txt:10:7e57f496cf19,0.0
bm25,Q07,chunk:GSE111619_HTSeq_counts.txt:110:14199919db83,0.0
bm25,Q07,chunk:GSE111619_HTSeq_counts.txt:111:3ba35a53b133,0.0
bm25,Q07,chunk:GSE111619_HTSeq_counts.txt:112:61979092d0f9,0.0
bm25,Q07,chunk:GSE111619_HTSeq_counts.txt:113:06a247217cdf,0.0
bm25,Q07,chunk:GSE111619_HTSeq_counts.txt:114:41704e0e838c,0.0
bm25,Q07,chunk:GSE111619_HTSeq_counts.txt:115:a0a2233d0426,0.0
bm25,Q07,chunk:GSE111619_HTSeq_counts.txt:116:23d34aea5f2e,0.0
bm25,Q07,chunk:GSE111619_HTSeq_counts.txt:117:2d73594e6b3a,0.0
vector,Q07,chunk:GSE111619_family.soft:15:044bb04e836b,0.4388913914
vector,Q07,chunk:GSE111619_family.soft:7:e44acfaf8b21,0.4323994034
vector,Q07,chunk:GSE111619_series_matrix.txt:1:437999cf07da,0.4313761459
vector,Q07,chunk:GSE111619_family.soft:29:a3b5fcce1e2e,0.4281119443
vector,Q07,chunk:GSE111619_family.soft:14:d6620b8954f7,0.427894221
vector,Q07,chunk:GSE111619_series_matrix.txt:12:3ec2d69216ac,0.4256998098
vector,Q07,chunk:GSE111619_family.soft:13:fe8aa2f0ef20,0.4225552566
vector,Q07,chunk:GSE111619_family.soft:2:012548a6835c,0.4137266951
vector,Q07,chunk:GSE111619_series_matrix.txt:9:b24378127079,0.4100419541
vector,Q07,chunk:GSE111619_series_matrix.txt:7:932452b38466,0.4097157419
vector,Q07,chunk:GSE111619_series_matrix.txt:8:a580f6b5c68c,0.4063447349
vector,Q07,chunk:GSE111619_family.soft:16:92416e09eb68,0.4059415884
vector,Q07,chunk:GSE111619_family.soft:6:762f7f70cff7,0.4049711562
vector,Q07,chunk:GSE111619_family.soft:23:f32d98e8f942,0.4034161265
vector,Q07,chunk:GSE111619_family.soft:31:2fa3221bbe08,0.4028776204
vector,Q07,chunk:GSE111619_family.soft:22:259d8e7436e6,0.4019908618
vector,Q07,chunk:GSE111619_family.soft:8:6e1741a6dd43,0.4001180656
vector,Q07,chunk:GSE111619_series_matrix.txt:15:a7debf6f9089,0.3988448288
vector,Q07,chunk:GSE111619_family.soft:24:e6e5b629ccbf,0.3984997793
vector,Q07,chunk:GSE111619_family.soft:30:1c156c11568c,0.397793707
hybrid_rag,Q07,chunk:GSE111619_HTSeq_counts.txt:0:41d025abdeaa,0.0163934426
hybrid_rag,Q07,chunk:GSE111619_family.soft:15:044bb04e836b,0.0163934426
hybrid_rag,Q07,chunk:GSE111619_HTSeq_counts.txt:100:23364a304d84,0.0161290323
hybrid_rag,Q07,chunk:GSE111619_family.soft:7:e44acfaf8b21,0.0161290323
hybrid_rag,Q07,chunk:GSE111619_HTSeq_counts.txt:101:974f8ca28a15,0.0158730159
hybrid_rag,Q07,chunk:GSE111619_series_matrix.txt:1:437999cf07da,0.0158730159
hybrid_rag,Q07,chunk:GSE111619_HTSeq_counts.txt:102:831020591730,0.015625
hybrid_rag,Q07,chunk:GSE111619_family.soft:29:a3b5fcce1e2e,0.015625
hybrid_rag,Q07,chunk:GSE111619_HTSeq_counts.txt:103:959629736e1e,0.0153846154
hybrid_rag,Q07,chunk:GSE111619_family.soft:14:d6620b8954f7,0.0153846154
hybrid_rag,Q07,chunk:GSE111619_HTSeq_counts.txt:104:6b75d48d1c61,0.0151515152
hybrid_rag,Q07,chunk:GSE111619_series_matrix.txt:12:3ec2d69216ac,0.0151515152
hybrid_rag,Q07,chunk:GSE111619_HTSeq_counts.txt:105:997661cff060,0.0149253731
hybrid_rag,Q07,chunk:GSE111619_family.soft:13:fe8aa2f0ef20,0.0149253731
hybrid_rag,Q07,chunk:GSE111619_HTSeq_counts.txt:106:5f435dce7fb9,0.0147058824
hybrid_rag,Q07,chunk:GSE111619_family.soft:2:012548a6835c,0.0147058824
hybrid_rag,Q07,chunk:GSE111619_HTSeq_counts.txt:107:6725ce509a4b,0.0144927536
hybrid_rag,Q07,chunk:GSE111619_series_matrix.txt:9:b24378127079,0.0144927536
hybrid_rag,Q07,chunk:GSE111619_HTSeq_counts.txt:108:0222e68a7445,0.0142857143
hybrid_rag,Q07,chunk:GSE111619_series_matrix.txt:7:932452b38466,0.0142857143
graph_enhanced_rag,Q07,chunk:GSE111619_HTSeq_counts.txt:0:41d025abdeaa,0.0163934426
graph_enhanced_rag,Q07,graph:c7edb151efb22a2e,0.0163934426
graph_enhanced_rag,Q07,chunk:GSE111619_family.soft:15:044bb04e836b,0.0161290323
graph_enhanced_rag,Q07,graph:811ae88d7cb7c42b,0.0161290323
graph_enhanced_rag,Q07,chunk:GSE111619_HTSeq_counts.txt:100:23364a304d84,0.0158730159
graph_enhanced_rag,Q07,graph:da06203b6920061a,0.0158730159
graph_enhanced_rag,Q07,chunk:GSE111619_family.soft:7:e44acfaf8b21,0.015625
graph_enhanced_rag,Q07,graph:b30b8a302a1847a7,0.015625
graph_enhanced_rag,Q07,chunk:GSE111619_HTSeq_counts.txt:101:974f8ca28a15,0.0153846154
graph_enhanced_rag,Q07,graph:eb0cdcc86c51f88a,0.0153846154
graph_enhanced_rag,Q07,chunk:GSE111619_series_matrix.txt:1:437999cf07da,0.0151515152
graph_enhanced_rag,Q07,graph:055494fc89b1c21b,0.0151515152
graph_enhanced_rag,Q07,chunk:GSE111619_HTSeq_counts.txt:102:831020591730,0.0149253731
graph_enhanced_rag,Q07,graph:3cab91031b16ad63,0.0149253731
graph_enhanced_rag,Q07,chunk:GSE111619_family.soft:29:a3b5fcce1e2e,0.0147058824
graph_enhanced_rag,Q07,graph:58148d1a4a213d89,0.0147058824
graph_enhanced_rag,Q07,chunk:GSE111619_HTSeq_counts.txt:103:959629736e1e,0.0144927536
graph_enhanced_rag,Q07,graph:ec389dd0116f9a8b,0.0144927536
graph_enhanced_rag,Q07,chunk:GSE111619_family.soft:14:d6620b8954f7,0.0142857143
graph_enhanced_rag,Q07,graph:020ed251d28bfa65,0.0142857143
bm25,Q08,chunk:GSE111619_series_matrix.txt:8:a580f6b5c68c,8.3375505547
bm25,Q08,chunk:GSE111619_series_matrix.txt:9:b24378127079,7.543792609
bm25,Q08,chunk:GSE111619_family.soft:22:259d8e7436e6,7.4464098104
bm25,Q08,chunk:GSE111619_family.soft:14:d6620b8954f7,7.1254369938
bm25,Q08,chunk:GSE111619_family.soft:6:762f7f70cff7,7.1179006238
bm25,Q08,chunk:GSE111619_series_matrix.txt:7:932452b38466,7.0953868633
bm25,Q08,chunk:GSE111619_family.soft:29:a3b5fcce1e2e,7.0879138923
bm25,Q08,chunk:GSE111619_series_matrix.txt:10:0ee040999f6c,7.0521404829
bm25,Q08,chunk:gse111619_samples.csv:1:30b170a15a22,7.0507839196
bm25,Q08,chunk:GSE111619_series_matrix.txt:26:683a178072a1,6.6349732679
bm25,Q08,chunk:gse111619_samples.csv:2:cbce0fc285fd,6.6083780509
bm25,Q08,chunk:GSE111619_family.soft:7:e44acfaf8b21,6.4462549568
bm25,Q08,chunk:GSE111619_series_matrix.txt:0:bc80d80b6fb6,6.3151905321
bm25,Q08,chunk:gse111619_samples.csv:0:a333971634bd,6.275928572
bm25,Q08,chunk:GSE111619_family.soft:21:341003aa6ae0,6.1893494766
bm25,Q08,chunk:GSE111619_family.soft:1:7117dcfa4f31,5.5808467983
bm25,Q08,chunk:GSE111619_family.soft:0:80d433564abe,5.2746567103
bm25,Q08,chunk:GSE111619_family.soft:35:a3b6b9cab079,4.5119841509
bm25,Q08,chunk:GSE111619_series_matrix.txt:1:437999cf07da,4.1890045973
bm25,Q08,chunk:GSE111619_series_matrix.txt:11:42185f999634,4.1760076632
vector,Q08,chunk:GSE111619_series_matrix.txt:16:3422aae56a67,0.4815399179
vector,Q08,chunk:GSE111619_family.soft:35:a3b6b9cab079,0.4760290778
vector,Q08,chunk:GSE111619_family.soft:12:70d15f8f2b25,0.4734495584
vector,Q08,chunk:GSE111619_family.soft:19:babb5501a21a,0.4719339747
vector,Q08,chunk:GSE111619_family.soft:9:318baf214f1d,0.4692679026
vector,Q08,chunk:GSE111619_family.soft:27:0811d4a4f618,0.4688081755
vector,Q08,chunk:GSE111619_family.soft:11:2434caed467b,0.4668137787
vector,Q08,chunk:GSE111619_series_matrix.txt:1:437999cf07da,0.4616836503
vector,Q08,chunk:GSE111619_family.soft:34:2f61c4bed574,0.4611558145
vector,Q08,chunk:GSE111619_family.soft:2:012548a6835c,0.4609634562
vector,Q08,chunk:GSE111619_family.soft:3:d5c4e36fc6d1,0.4580658681
vector,Q08,chunk:GSE111619_series_matrix.txt:17:dc83f1cfc3a5,0.4572521449
vector,Q08,chunk:GSE111619_family.soft:26:daada7b1edf2,0.455604057
vector,Q08,chunk:GSE111619_family.soft:32:fa5e23883aa9,0.4529790475
vector,Q08,chunk:GSE111619_family.soft:24:e6e5b629ccbf,0.4517147352
vector,Q08,chunk:GSE111619_series_matrix.txt:26:683a178072a1,0.4503906314
vector,Q08,chunk:GSE111619_series_matrix.txt:24:0a2f3ebf264b,0.4481940341
vector,Q08,chunk:GSE111619_series_matrix.txt:22:b2c15372a3ab,0.4472725188
vector,Q08,chunk:GSE111619_family.soft:20:9af496ac6e9a,0.4467178621
vector,Q08,chunk:GSE111619_series_matrix.txt:2:0e73e4caca51,0.4467101528
hybrid_rag,Q08,chunk:GSE111619_family.soft:35:a3b6b9cab079,0.0289495451
hybrid_rag,Q08,chunk:GSE111619_family.soft:22:259d8e7436e6,0.0279212086
hybrid_rag,Q08,chunk:GSE111619_family.soft:12:70d15f8f2b25,0.0276377218
hybrid_rag,Q08,chunk:GSE111619_family.soft:19:babb5501a21a,0.0275297619
hybrid_rag,Q08,chunk:GSE111619_series_matrix.txt:26:683a178072a1,0.027443609
hybrid_rag,Q08,chunk:GSE111619_series_matrix.txt:1:437999cf07da,0.0273641102
hybrid_rag,Q08,chunk:GSE111619_family.soft:27:0811d4a4f618,0.0267794221
hybrid_rag,Q08,chunk:GSE111619_family.soft:34:2f61c4bed574,0.0265409464
hybrid_rag,Q08,chunk:GSE111619_series_matrix.txt:0:bc80d80b6fb6,0.025603392
hybrid_rag,Q08,chunk:GSE111619_family.soft:0:80d433564abe,0.0247517189
hybrid_rag,Q08,chunk:GSE111619_family.soft:15:044bb04e836b,0.0238399319
hybrid_rag,Q08,chunk:GSE111619_family.soft:30:1c156c11568c,0.0235587583
hybrid_rag,Q08,chunk:GSE111619_series_matrix.txt:16:3422aae56a67,0.0163934426
hybrid_rag,Q08,chunk:GSE111619_series_matrix.txt:8:a580f6b5c68c,0.0163934426
hybrid_rag,Q08,chunk:GSE111619_series_matrix.txt:9:b24378127079,0.0161290323
hybrid_rag,Q08,chunk:GSE111619_family.soft:14:d6620b8954f7,0.015625
hybrid_rag,Q08,chunk:GSE111619_family.soft:6:762f7f70cff7,0.0153846154
hybrid_rag,Q08,chunk:GSE111619_family.soft:9:318baf214f1d,0.0153846154
hybrid_rag,Q08,chunk:GSE111619_series_matrix.txt:7:932452b38466,0.0151515152
hybrid_rag,Q08,chunk:GSE111619_family.soft:11:2434caed467b,0.0149253731
graph_enhanced_rag,Q08,chunk:GSE111619_family.soft:35:a3b6b9cab079,0.0163934426
graph_enhanced_rag,Q08,graph:3f0c342c10ca8c4b,0.0163934426
graph_enhanced_rag,Q08,chunk:GSE111619_family.soft:22:259d8e7436e6,0.0161290323
graph_enhanced_rag,Q08,graph:f4969debc5cf84c0,0.0161290323
graph_enhanced_rag,Q08,chunk:GSE111619_family.soft:12:70d15f8f2b25,0.0158730159
graph_enhanced_rag,Q08,graph:26f551d809ac9f59,0.0158730159
graph_enhanced_rag,Q08,chunk:GSE111619_family.soft:19:babb5501a21a,0.015625
graph_enhanced_rag,Q08,graph:ad4a9ae2e5472782,0.015625
graph_enhanced_rag,Q08,chunk:GSE111619_series_matrix.txt:26:683a178072a1,0.0153846154
graph_enhanced_rag,Q08,graph:0ba0daf40f423f1f,0.0153846154
graph_enhanced_rag,Q08,chunk:GSE111619_series_matrix.txt:1:437999cf07da,0.0151515152
graph_enhanced_rag,Q08,graph:6f8b62110766d088,0.0151515152
graph_enhanced_rag,Q08,chunk:GSE111619_family.soft:27:0811d4a4f618,0.0149253731
